wavelength_nm,R_component_W_nm,G_component_W_nm,B_component_W_nm,S_RGB_target_W_nm,S_single_white_W_nm
404,2.3574656342849e-07,3.16441621127098e-07,3.40592931796354e-07,8.92781116351943e-07,4.48137620874118e-07
404.2,1.12014358755488e-07,2.31435116358248e-07,3.16447216035629e-07,6.59896691149366e-07,2.0614647642114e-07
404.4,0,1.11379156337161e-07,2.88961327759192e-07,4.00340484096353e-07,0
404.6,0,3.94824765311235e-08,2.63641545909837e-07,3.03124022440961e-07,0
404.8,0,0,2.45975946855346e-07,2.45975946855346e-07,0
405,0,0,2.42248969620511e-07,2.42248969620511e-07,0
405.2,0,0,2.44196645147384e-07,2.44196645147384e-07,6.46429113749881e-09
405.4,0,0,2.48733636970498e-07,2.48733636970498e-07,5.1021361010336e-08
405.6,0,4.01115951276959e-08,2.77134204641566e-07,3.17245799769261e-07,1.2591322431031e-07
405.8,0,1.99365166779378e-07,3.3638813696731e-07,5.35753303746688e-07,2.37306979953441e-07
406,1.76242857724939e-08,3.59352542362102e-07,3.99318989446591e-07,7.76295817581187e-07,4.49823920093951e-07
406.2,6.44436698202696e-08,4.55854302127522e-07,4.4849324585639e-07,9.68791217804181e-07,7.17210442541339e-07
406.4,6.76676464017065e-08,3.61778423670485e-07,4.6302800200787e-07,8.92474072080062e-07,6.47365946649789e-07
406.6,2.18147380921925e-08,1.06406602949854e-07,4.34909574249574e-07,5.63130915291621e-07,2.43014454235953e-07
406.8,0,0,3.52656688389208e-07,3.52656688389208e-07,3.55448815038674e-08
407,0,5.85915764308495e-08,2.55623311614625e-07,3.14214888045474e-07,1.02604821760616e-07
407.2,0,9.15966478916645e-08,2.81639341958399e-07,3.73235989850063e-07,2.82851471702781e-07
407.4,0,7.60065857737255e-08,3.90549898931906e-07,4.66556484705632e-07,4.52475877841381e-07
407.6,0,1.84336781744459e-08,3.96006120793404e-07,4.1443979896785e-07,2.90230832391281e-07
407.8,0,0,3.51532679381877e-07,3.51532679381877e-07,3.07093824589613e-08
408,1.40712770983463e-07,2.0079452423079e-07,4.43291860045137e-07,7.8479915525939e-07,3.49611625431559e-07
408.2,3.08671550951873e-07,4.48556526407283e-07,5.77522198867998e-07,1.33475027622715e-06,8.5872986168272e-07
408.4,2.08007454577083e-07,3.11036234145349e-07,5.55724615284532e-07,1.07476830400696e-06,7.39362937420685e-07
408.6,1.9970544591632e-08,3.18283680377862e-08,4.73175937580131e-07,5.24974850209549e-07,4.03198467306257e-07
408.8,7.17029963997733e-09,0,4.60889199443313e-07,4.6805949908329e-07,4.53340646672065e-07
409,8.82245315618201e-08,0,4.94700482538335e-07,5.82925014100155e-07,6.84046557884621e-07
409.2,2.39189297041593e-07,1.73858182399951e-07,5.94769138697087e-07,1.00781661813863e-06,1.00050871147331e-06
409.4,3.32456895419482e-07,3.1205288979741e-07,6.57158464569597e-07,1.30166824978649e-06,1.16137012679431e-06
409.6,1.71150480922224e-07,1.6583566205646e-07,5.33198928700365e-07,8.7018507167905e-07,7.58661695158776e-07
409.8,0,0,4.03323555950443e-07,4.03323555950443e-07,3.41915182838475e-07
410,0,0,3.94781997623477e-07,3.94781997623477e-07,3.18696139734619e-07
410.2,0,6.65808793124405e-09,4.44388565189942e-07,4.51046653121186e-07,4.33508614821719e-07
410.4,0,5.38424859690444e-08,5.41299074583156e-07,5.95141560552201e-07,6.04531063903258e-07
410.6,0,7.19097654728466e-08,6.00730482015321e-07,6.72640247488168e-07,6.50637655392542e-07
410.8,0,2.49704720402708e-08,5.66646160295037e-07,5.91616632335308e-07,4.40844737068686e-07
411,0,1.59010983520844e-08,5.32925890075103e-07,5.48826988427187e-07,3.46123724481135e-07
411.2,0,8.33999875206432e-08,5.37795078892286e-07,6.21195066412929e-07,5.10242435731049e-07
411.4,0,9.77740892151273e-08,5.36429885765973e-07,6.342039749811e-07,4.93379443532718e-07
411.6,0,2.96511143987688e-08,5.25917898693362e-07,5.55569013092131e-07,2.11666584123671e-07
411.8,2.33953473004999e-08,1.97764689069698e-08,5.76839602304841e-07,6.20011418512311e-07,2.31714808181687e-07
412,8.75960533683865e-08,9.29434649832065e-08,6.87329232661118e-07,8.67868751012711e-07,6.24046013849019e-07
412.2,1.34598332639358e-07,1.56887079138816e-07,7.41800438401011e-07,1.03328585017919e-06,8.6455263847599e-07
412.4,1.50547871956311e-07,1.85383635089155e-07,7.29149648763843e-07,1.06508115580931e-06,8.62578082979263e-07
412.6,1.42487930502719e-07,1.75005694720098e-07,7.26373756073673e-07,1.04386738129649e-06,7.9522700388285e-07
412.8,1.13637105588747e-07,1.31692137583288e-07,7.41254361150486e-07,9.86583604322522e-07,7.17109552844426e-07
413,6.43988425596823e-08,7.13490949795814e-08,7.56908575665544e-07,8.92656513204807e-07,6.83859191304639e-07
413.2,1.22243939621505e-08,1.33051033751884e-08,7.64007579922372e-07,7.89537077259711e-07,7.00174496576871e-07
413.4,0,0,7.30014271077175e-07,7.30014271077175e-07,7.46036070230794e-07
413.6,0,0,6.95884442919346e-07,6.95884442919346e-07,8.19872915557334e-07
413.8,2.93268904214084e-08,7.32626221029157e-08,7.59047378230101e-07,8.61636890754425e-07,9.45206744751086e-07
414,6.19862393948751e-08,1.70546502107594e-07,8.58934008638678e-07,1.09146675014115e-06,1.06019217360432e-06
414.2,4.08349447593742e-08,1.95389137249041e-07,9.06488235871919e-07,1.14271231788033e-06,1.0962097954023e-06
414.4,2.92587529853158e-09,1.67164360532421e-07,8.99571257365266e-07,1.06966149319622e-06,9.99831309222604e-07
414.6,0,7.70806170417937e-08,7.84485476817069e-07,8.61566093858862e-07,5.44271089218451e-07
414.8,0,8.1428078191547e-10,6.91788863540407e-07,6.92603144322323e-07,1.83979568727949e-07
415,7.34333286584421e-08,5.88331579719332e-08,8.09969081841581e-07,9.42235568471956e-07,5.85203480537478e-07
415.2,1.2624253126589e-07,1.25088908793665e-07,9.61232480237076e-07,1.21256392029663e-06,1.09218862033962e-06
415.4,6.51806299843244e-08,8.67911884036066e-08,1.00601081478015e-06,1.15798263316808e-06,1.17840607275878e-06
415.6,0,5.91582864626418e-08,1.03386075455693e-06,1.09301904101958e-06,1.18081301267085e-06
415.8,0,1.20186816689174e-07,1.08755835085858e-06,1.20774516754776e-06,1.24835145834724e-06
416,1.45643769648063e-08,1.53384146793101e-07,1.12992484421183e-06,1.29787336796974e-06,1.31535662991138e-06
416.2,9.78220480535561e-08,9.03384106985199e-08,1.14453241066339e-06,1.33269286941546e-06,1.37241695992266e-06
416.4,1.28950097805361e-07,2.24630569617722e-08,1.14689874541566e-06,1.29831190018279e-06,1.38749276320424e-06
416.6,5.2695341365556e-08,0,1.14626165529005e-06,1.1989569966556e-06,1.34243830712563e-06
416.8,0,2.56388476372692e-08,1.18585225595313e-06,1.2114911035904e-06,1.27796979079816e-06
417,1.70397382944358e-08,1.27716108052951e-07,1.28296299367154e-06,1.42771884001892e-06,1.23108490736126e-06
417.2,2.67053922222645e-08,2.27026253233469e-07,1.38193949532924e-06,1.63567114078497e-06,1.3533199815784e-06
417.4,9.46751743603293e-09,2.79892347140634e-07,1.45438574389892e-06,1.74374560847559e-06,1.64176362505293e-06
417.6,0,2.20181442902763e-07,1.47545522448169e-06,1.69563666738445e-06,1.74467111590429e-06
417.8,0,6.61550918462804e-08,1.4545677696491e-06,1.52072286149538e-06,1.61092020342521e-06
418,0,0,1.46576235328486e-06,1.46576235328486e-06,1.47832231605372e-06
418.2,0,0,1.51927792383634e-06,1.51927792383634e-06,1.42193938829314e-06
418.4,3.36509279776572e-08,8.48212922540194e-08,1.58626339990077e-06,1.70473562013245e-06,1.50758032815852e-06
418.6,9.0909684470998e-08,2.22647587801326e-07,1.6503364639624e-06,1.96389373623472e-06,1.67174227784996e-06
418.8,9.33482874469459e-08,1.97362053167892e-07,1.68746971699812e-06,1.97818005761295e-06,1.70979210640004e-06
419,6.52272503353352e-08,8.85688259100813e-08,1.70708299157948e-06,1.8608790678249e-06,1.67923694104922e-06
419.2,8.49055211879381e-08,1.36785481741138e-07,1.74467130899064e-06,1.96636231191971e-06,1.79785439899133e-06
419.4,1.15268817874124e-07,2.36598921798914e-07,1.78462596115407e-06,2.13649370082711e-06,1.9318935677473e-06
419.6,7.2961745877064e-08,1.57692350942429e-07,1.78799343753231e-06,2.0186475343518e-06,1.7758027938089e-06
419.8,7.32217439884702e-09,1.60853042771608e-08,1.78822096972003e-06,1.81162844839603e-06,1.54418887532412e-06
420,0,0,1.83841457033081e-06,1.83841457033081e-06,1.57474404067495e-06
420.2,0,0,1.91723172015662e-06,1.91723172015662e-06,1.70388285272371e-06
420.4,0,2.63595659015025e-08,2.02521849644799e-06,2.05157806234949e-06,1.76801987433274e-06
420.6,0,4.76771237226358e-08,2.10344406258573e-06,2.15112118630836e-06,1.80174585872941e-06
420.8,0,2.05636220950011e-08,2.0463334834683e-06,2.0668971055633e-06,1.77868535657784e-06
421,4.99339821133797e-09,2.54496087634203e-09,2.024717925635e-06,2.03225628472268e-06,1.81947361975842e-06
421.2,7.83410171475372e-08,4.62004565527613e-08,2.19422940548555e-06,2.31877087918585e-06,2.06982419624134e-06
421.4,1.16739152021387e-07,7.29858099204239e-08,2.35664188107927e-06,2.54636684302108e-06,2.25099326626957e-06
421.6,4.26522419035824e-08,2.65628970319146e-08,2.38376371785536e-06,2.45297885679086e-06,2.15529218234058e-06
421.8,1.71195308182811e-08,9.08507648835684e-09,2.4214430481416e-06,2.44764765544824e-06,2.09389359536204e-06
422,1.31415597137662e-07,7.69920371433963e-08,2.53552768706383e-06,2.74393532134489e-06,2.22836514853335e-06
422.2,2.32617620639498e-07,1.60883240464243e-07,2.63910033891346e-06,3.0326012000172e-06,2.43201820815935e-06
422.4,2.50521628518057e-07,2.26925594258018e-07,2.69775813690738e-06,3.17520535968345e-06,2.6464808781689e-06
422.6,1.9212963887707e-07,2.19295643918789e-07,2.72328724836943e-06,3.13471253116529e-06,2.63696842103138e-06
422.8,6.65783439694357e-08,1.21163208751054e-07,2.72492548012101e-06,2.9126670328415e-06,2.35044168179819e-06
423,0,3.91050053731802e-08,2.76633633828584e-06,2.80544134365902e-06,2.27708045932853e-06
423.2,0,7.6874266142118e-09,2.85875991293724e-06,2.86644733955145e-06,2.50682071201349e-06
423.4,0,0,2.93329945763394e-06,2.93329945763394e-06,2.5830644972521e-06
423.6,0,0,2.99268535862856e-06,2.99268535862856e-06,2.4742477527244e-06
423.8,3.83273078021219e-08,1.80250027341125e-08,3.1319350575125e-06,3.18828736804873e-06,2.55985986696208e-06
424,1.106336791294e-07,5.83741530438741e-08,3.32956951576509e-06,3.49857734793837e-06,2.81439015945997e-06
424.2,1.22019803318568e-07,9.16630828154626e-08,3.43832990149471e-06,3.65201278762874e-06,2.89308412305219e-06
424.4,8.10772731337846e-08,1.12778316095938e-07,3.48756786691707e-06,3.68142345614679e-06,2.84292753087254e-06
424.6,3.46891273328585e-08,1.20629716181161e-07,3.58126562181969e-06,3.73658446533371e-06,2.88025671873038e-06
424.8,3.39001675465224e-09,1.18566207184403e-07,3.72033329495346e-06,3.84228951889251e-06,3.01458414376324e-06
425,2.82743463428192e-08,1.15526306125766e-07,3.88938971042857e-06,4.03319036289715e-06,3.25859308215448e-06
425.2,7.18661676283109e-08,1.05571133453606e-07,4.05134712164685e-06,4.22878442272876e-06,3.48689205345497e-06
425.4,6.27097513807537e-08,7.1709454111698e-08,4.10964086814042e-06,4.24406007363287e-06,3.41540449678512e-06
425.6,2.98056455644806e-08,3.30231900763963e-08,4.15610294087261e-06,4.21893177651349e-06,3.28006817478313e-06
425.8,3.80287582466107e-09,1.34480391203297e-08,4.34509117599189e-06,4.36234209093688e-06,3.45806642576551e-06
426,0,1.39090572278978e-08,4.56566087876655e-06,4.57956993599444e-06,3.7208120221549e-06
426.2,4.65181448566292e-08,3.83812673396834e-08,4.67806177949966e-06,4.76296119169597e-06,3.80224442037761e-06
426.4,1.17375699121726e-07,8.86735112445509e-08,4.77681074896964e-06,4.98285995933592e-06,3.85614834415689e-06
426.6,2.03273695859067e-07,1.91503700796611e-07,4.95929156352017e-06,5.35406896017584e-06,4.0250665224171e-06
426.8,2.53309884126586e-07,2.53882067883948e-07,5.13676666994087e-06,5.64395862195141e-06,4.17308612060245e-06
427,2.07344011120392e-07,1.74754047281469e-07,5.24188654066698e-06,5.62398459906884e-06,4.19571423833868e-06
427.2,1.48727885176468e-07,1.27464460614322e-07,5.34564121826678e-06,5.62183356405757e-06,4.22295445650521e-06
427.4,1.30599740994973e-07,2.36941162315449e-07,5.48853143215422e-06,5.85607233546465e-06,4.33623917332477e-06
427.6,9.9355140365641e-08,2.73017339117291e-07,5.64643877043111e-06,6.01881124991404e-06,4.46653101048111e-06
427.8,3.25490739124219e-08,1.11187904283803e-07,5.82391387685182e-06,5.96765085504804e-06,4.59451679742229e-06
428,1.14435030827201e-08,2.64702907744992e-09,5.99683833951815e-06,6.01092887167832e-06,4.73792429517733e-06
428.2,6.88609480785399e-08,5.50795847773442e-08,6.15474567779503e-06,6.27868621065092e-06,4.89459158166952e-06
428.4,8.67488181432869e-08,9.25508949789454e-08,6.33085559108943e-06,6.51015530421166e-06,4.99173394698299e-06
428.6,3.02808145267057e-08,6.53588793504585e-08,6.5392750750399e-06,6.63491476891706e-06,5.01883003701107e-06
428.8,6.67549633761496e-09,8.26873219744461e-08,6.74314391523599e-06,6.83250673354805e-06,5.1155400179092e-06
429,3.59550491718432e-08,1.54159220904078e-07,6.93745640354789e-06,7.12757067362382e-06,5.29930339442947e-06
429.2,3.43116817987137e-08,1.6193009380894e-07,7.14087017936855e-06,7.3371119549762e-06,5.38073579265219e-06
429.4,4.04933610336992e-09,1.04423621133458e-07,7.36021120832953e-06,7.46868416556636e-06,5.37208810434535e-06
429.6,4.72308982999669e-08,1.06849502441841e-07,7.59547949043082e-06,7.74955989117263e-06,5.50756855448579e-06
429.8,1.36032804978151e-07,1.54914163219965e-07,7.83256803003387e-06,8.12351499823199e-06,5.7661344348602e-06
430,1.15779848644819e-07,1.11087245308352e-07,7.98546966018094e-06,8.21233675413411e-06,5.90046185989307e-06
430.2,2.44048572089254e-08,1.95147555707957e-08,8.11243262092806e-06,8.15635223370778e-06,5.95782485899508e-06
430.4,1.86669678537539e-08,5.39381119957234e-08,8.40412888558363e-06,8.47673396543311e-06,6.16954909437413e-06
430.6,6.30737487367224e-08,1.46015909790046e-07,8.78001205969518e-06,8.98910171822195e-06,6.44685163274669e-06
430.8,3.67162160566152e-08,9.67312622294491e-08,9.02347150055436e-06,9.15691897884042e-06,6.52396018681599e-06
431,9.03538264397158e-10,8.98542410265979e-09,9.21186815198557e-06,9.22175711435263e-06,6.55350645519768e-06
431.2,9.83420442763686e-08,9.94259030022876e-08,9.49719351538501e-06,9.69496146266367e-06,6.84767198576857e-06
431.4,2.13458449464496e-07,2.37535050270613e-07,9.81983415757035e-06,1.02708276573055e-05,7.22586422105422e-06
431.6,1.65152593455646e-07,2.40725939792428e-07,1.0110620293475e-05,1.05164988267231e-05,7.45531621746229e-06
431.8,6.34565735421377e-08,1.75227144466092e-07,1.03654563437202e-05,1.06041400617284e-05,7.57523082865042e-06
432,2.50656110299819e-08,8.0883513134354e-08,1.05365605488847e-05,1.06425096730491e-05,7.55173794208352e-06
432.2,1.11225398969152e-08,0,1.07213166853125e-05,1.07324392252094e-05,7.52968633690108e-06
432.4,0,0,1.10416820056206e-05,1.10416820056206e-05,7.65104222947369e-06
432.6,2.07505389258506e-08,2.32703419448938e-08,1.14102841497251e-05,1.14543050305959e-05,7.93310099641501e-06
432.8,1.47741685443548e-07,1.67717984897405e-07,1.17934483538437e-05,1.21089080241847e-05,8.5052897060507e-06
433,2.16174981456085e-07,2.64491523896544e-07,1.21361118285483e-05,1.26167783339009e-05,8.91648728504078e-06
433.2,1.02242015947462e-07,1.96707769827457e-07,1.23854871062882e-05,1.26844368920631e-05,8.80997659072824e-06
433.4,0,9.80307696025288e-08,1.26530649590455e-05,1.27510957286481e-05,8.7433893907656e-06
433.6,0,3.3063453666577e-08,1.30048297212589e-05,1.30378931749255e-05,9.01564744429251e-06
433.8,0,0,1.33684261572336e-05,1.33684261572336e-05,9.32249625104676e-06
434,0,0,1.37411238807171e-05,1.37411238807171e-05,9.57616177471397e-06
434.2,2.10876399254669e-08,4.51012605408301e-08,1.40947089004322e-05,1.41608978008985e-05,9.89468496068245e-06
434.4,8.45908338186154e-08,1.80924442476651e-07,1.44269058945017e-05,1.4692421170797e-05,1.02823896531056e-05
434.6,9.06586518117092e-08,1.94815381088967e-07,1.48300929311395e-05,1.51155669640402e-05,1.04931049915155e-05
434.8,2.76082132504922e-08,6.05886505038086e-08,1.53252029716158e-05,1.54133998353701e-05,1.05128505464828e-05
435,1.74647007248032e-08,2.91770106243919e-08,1.57515982914009e-05,1.57982400027501e-05,1.06625996823295e-05
435.2,6.81741944463428e-08,1.22149666710479e-07,1.61001776029862e-05,1.6290501464143e-05,1.10131193150333e-05
435.4,6.87282593872015e-08,1.32165234767911e-07,1.6452397429575e-05,1.66532909237301e-05,1.14207136905622e-05
435.6,1.90228963028169e-08,5.45370328996603e-08,1.6817359058676e-05,1.68909189878785e-05,1.1818939737092e-05
435.8,0,3.05520122290603e-09,1.71973378121665e-05,1.72003930133894e-05,1.21103668330324e-05
436,0,8.55530830055523e-09,1.76164521019446e-05,1.76250074102452e-05,1.23565376935004e-05
436.2,9.5141377870437e-08,1.3243701400163e-07,1.81183881080524e-05,1.83459664999245e-05,1.27809950612276e-05
436.4,2.24979055435426e-07,2.78201276353047e-07,1.86558191354444e-05,1.91589994672328e-05,1.32690129380101e-05
436.6,1.70047730311777e-07,2.0653208583153e-07,1.90945011933663e-05,1.94710810095096e-05,1.34846286331272e-05
436.8,2.62598092520269e-08,3.17246892930711e-08,1.94799407193621e-05,1.95379252179072e-05,1.35687994659804e-05
437,0,0,1.99500222191892e-05,1.99500222191892e-05,1.38087728164951e-05
437.2,0,0,2.04683405428128e-05,2.04683405428128e-05,1.4190568255242e-05
437.4,1.60140905721989e-08,7.81133781299268e-08,2.09361467207627e-05,2.10302741894649e-05,1.47255719051583e-05
437.6,3.11441875656167e-08,1.51914525751508e-07,2.13848401949443e-05,2.15678989082614e-05,1.52516396104908e-05
437.8,1.78107671765369e-08,8.71233630225968e-08,2.18053196778488e-05,2.19102538080479e-05,1.54779207878531e-05
438,3.76468299864071e-11,1.853937009867e-10,2.22694853407952e-05,2.22697083813262e-05,1.56797001816792e-05
438.2,0,1.34983686080554e-08,2.29570876120816e-05,2.29705859806897e-05,1.61913550731671e-05
438.4,1.41116216328748e-08,4.89917299420333e-08,2.36506057202487e-05,2.37137090718236e-05,1.67808391594164e-05
438.6,7.86359805222015e-08,6.79508479683364e-08,2.42358185070616e-05,2.43824053355521e-05,1.73559104318211e-05
438.8,1.26448736664591e-07,6.75361329894759e-08,2.47896318519693e-05,2.49836167216233e-05,1.79324229856102e-05
439,1.06635087485015e-07,3.05469792802877e-08,2.53329787162419e-05,2.54701607830072e-05,1.84916401627856e-05
439.2,6.53303530346859e-08,0,2.58390103017286e-05,2.59043406547633e-05,1.89831171148908e-05
439.4,2.33218305931368e-08,0,2.62549391408787e-05,2.62782609714718e-05,1.93376723354711e-05
439.6,8.70877122333268e-11,3.92469345285669e-09,2.67541447607339e-05,2.6758156541899e-05,1.96778147422067e-05
439.8,1.07361289106529e-08,3.00859611727195e-08,2.74490280620272e-05,2.74898501521106e-05,2.00900212181659e-05
440,1.62758817740286e-08,8.14049266271931e-08,2.81393607195662e-05,2.82370415279675e-05,2.07126547762582e-05
440.2,5.72453083151646e-09,1.56826683753545e-07,2.87263937638809e-05,2.8888944978466e-05,2.1568775918635e-05
440.4,4.03481207093964e-08,2.19748609308321e-07,2.93616636319919e-05,2.96217603620097e-05,2.23211248013298e-05
440.6,1.2271910858373e-07,2.48194835770935e-07,3.00565469332853e-05,3.042746087764e-05,2.28529576322002e-05
440.8,1.3670521388696e-07,2.13095051030972e-07,3.07077440545367e-05,3.10575443194546e-05,2.33963207141464e-05
441,7.16868585859618e-08,1.23870935190701e-07,3.13525702745319e-05,3.15481280683086e-05,2.40650752765418e-05
441.2,4.88939896677549e-08,6.12741381266338e-08,3.2005587653285e-05,3.21157557810794e-05,2.48721928518466e-05
441.4,7.46445612395104e-08,4.49985883858695e-08,3.26849987658135e-05,3.28046419154389e-05,2.5751374496375e-05
441.6,5.28513402323997e-08,5.50805913670987e-08,3.33739662302262e-05,3.34818981618257e-05,2.64042749635411e-05
441.8,6.60000723078599e-09,8.75783415916379e-08,3.40815913340319e-05,3.41757696828543e-05,2.69000757597997e-05
442,6.33480915715165e-08,1.5746083529889e-07,3.48702178966654e-05,3.50910268235358e-05,2.76149513264982e-05
442.2,1.65027077126002e-07,2.22567060620965e-07,3.5695249609334e-05,3.6082843747081e-05,2.85085457848714e-05
442.4,1.24915644352506e-07,1.67999830028669e-07,3.64351842837957e-05,3.67280997581769e-05,2.93545779575569e-05
442.6,1.92407567892711e-08,6.44026190836686e-08,3.71273371988365e-05,3.72109805747094e-05,3.01905211605511e-05
442.8,3.37782373977251e-08,7.75355956108348e-08,3.79473632033752e-05,3.80586770363838e-05,3.12109483807578e-05
443,9.37786291485837e-08,1.3087679988213e-07,3.88447501517384e-05,3.90694055807691e-05,3.23221763281863e-05
443.2,6.42356713311446e-08,8.05261737715009e-08,3.96766078300385e-05,3.98213696751412e-05,3.33526925180843e-05
443.4,5.18785886776558e-09,5.74853342906367e-09,4.04966338345773e-05,4.05075702268741e-05,3.42952905435295e-05
443.6,0,1.54783306551878e-08,4.13776384654247e-05,4.13931167960799e-05,3.50793476166827e-05
443.8,0,5.48470625440511e-08,4.23100653706965e-05,4.23649124332406e-05,3.58835826292185e-05
444,1.80178691204502e-08,7.07209829727636e-08,4.32707062672456e-05,4.33594451193388e-05,3.6915540100501e-05
444.2,4.01786736643765e-08,9.05860317781308e-08,4.4282769438219e-05,4.44135341436615e-05,3.80757716150016e-05
444.4,5.46668442861845e-08,1.34419995818026e-07,4.52397698197645e-05,4.54288566598687e-05,3.92158251901196e-05
444.6,7.1851822904923e-08,1.82947687883227e-07,4.62208886132082e-05,4.64756881239964e-05,4.03702915790822e-05
444.8,1.01641330655592e-07,2.31233798407345e-07,4.71810744453818e-05,4.75139495744447e-05,4.14584590243592e-05
445,1.14399169018731e-07,2.2868712632842e-07,4.82322731526429e-05,4.85753594479901e-05,4.25466264696361e-05
445.2,8.68886791963193e-08,1.26467936757352e-07,4.94837001850966e-05,4.96970568010503e-05,4.36794736378317e-05
445.4,7.33678808579847e-08,8.28554224634503e-08,5.07123739987784e-05,5.08685973020999e-05,4.4857000528946e-05
445.6,1.03174422967677e-07,1.88020900245986e-07,5.17954272123202e-05,5.20866225355339e-05,4.60892961126702e-05
445.8,1.01739950628884e-07,2.26170651942131e-07,5.29967971634757e-05,5.33247077660468e-05,4.73028550383963e-05
446,3.95206094789553e-08,1.09134461184591e-07,5.44575538086308e-05,5.46062088792943e-05,4.85048837130465e-05
446.2,0,2.35240025630318e-08,5.57908924286633e-05,5.58144164312263e-05,4.9802036959072e-05
446.4,0,3.62160927777201e-08,5.68921482172225e-05,5.69283643100003e-05,5.12260229669311e-05
446.6,1.09871615699416e-08,9.94450282076234e-08,5.81344739621675e-05,5.82449061519451e-05,5.2713425355707e-05
446.8,3.77840014038041e-08,1.82806765317595e-07,5.95224203072525e-05,5.97430110739739e-05,5.41518241774109e-05
447,3.85433751981526e-08,1.89621377955666e-07,6.08830627898113e-05,6.11112275429651e-05,5.54648315186655e-05
447.2,1.19939818427319e-08,1.16945597679633e-07,6.20798820972124e-05,6.22088216767348e-05,5.65659704964027e-05
447.4,0,7.97974027892316e-08,6.34632777985431e-05,6.35430752013323e-05,5.78890668073487e-05
447.6,0,8.3099017184043e-08,6.48694267186456e-05,6.49525257358296e-05,5.925251899706e-05
447.8,0,4.92484103294348e-08,6.63620378700813e-05,6.64112862804107e-05,6.04920209877066e-05
448,0,4.78522703399215e-09,6.78273451589907e-05,6.78321303860247e-05,6.15600104936009e-05
448.2,1.40246567473355e-08,6.48847755760816e-08,6.94928807730927e-05,6.95717902054161e-05,6.28643701465487e-05
448.4,3.32456895419482e-08,1.65805464363825e-07,7.12812837685629e-05,7.14803349224687e-05,6.4383480725783e-05
448.6,2.22504590651009e-08,1.29064938324002e-07,7.2814850713788e-05,7.29661661111771e-05,6.59112389933242e-05
448.8,2.36661039544471e-09,3.52467468441215e-08,7.42528541401712e-05,7.42904674974107e-05,6.73928762565622e-05
449,2.25642498892118e-08,5.71551728511556e-08,7.59092884667645e-05,7.59890078895048e-05,6.87044423164324e-05
449.2,5.12169383113876e-08,1.23337442620808e-07,7.76885901747259e-05,7.78631445556581e-05,6.99770937789218e-05
449.4,3.35236185575893e-08,1.25652599056194e-07,7.90992897385828e-05,7.92584659561966e-05,7.11589445141895e-05
449.6,2.16766701295837e-09,9.34548125785005e-08,8.04644828648959e-05,8.05601053444874e-05,7.22744963057714e-05
449.8,0,4.16244995287329e-08,8.19570940163316e-05,8.19987185158603e-05,7.31061156646122e-05
450,0,3.67757566812309e-10,8.34861103178023e-05,8.34864780753691e-05,7.38844076122275e-05
450.2,0,2.16426863118419e-08,8.52017030132025e-05,8.52233456995143e-05,7.5105172944876e-05
450.4,0,4.90350133014775e-08,8.69127450648483e-05,8.69617800781498e-05,7.62437852386094e-05
450.6,0,3.18092428324504e-08,8.84372107225646e-05,8.84690199653971e-05,7.68145326668607e-05
450.8,3.66014582695118e-09,2.28183831451162e-08,9.00117334615791e-05,9.00382119905512e-05,7.74789633851026e-05
451,3.93511624339354e-08,5.90707131539989e-08,9.17409780882424e-05,9.18393999638303e-05,7.86867571852908e-05
451.2,5.58251806997597e-08,8.63150714497207e-08,9.33519059772919e-05,9.34940462294414e-05,7.97014192799596e-05
451.4,1.89565519571477e-08,7.09353865904754e-08,9.45123201346581e-05,9.46022120732057e-05,7.99363481456287e-05
451.6,1.17707420850072e-08,8.36918985494528e-08,9.5681835579533e-05,9.57772982201674e-05,8.04004407514289e-05
451.8,7.7076888398976e-08,1.59172037881567e-07,9.70925351433899e-05,9.73287840696704e-05,8.15851740494655e-05
452,1.21051534489883e-07,1.98116995483779e-07,9.85123359947555e-05,9.88315045247292e-05,8.24196759710753e-05
452.2,1.06742672910424e-07,1.63379583055442e-07,9.99139342711037e-05,0.00010018405652707,8.25263307935262e-05
452.4,1.03308904749439e-07,1.64124459473784e-07,0.000101047044565944,0.000101314477930167,8.24398539104579e-05
452.6,1.25247366080852e-07,2.27952315807624e-07,0.000101761495635381,0.000102114695317269,8.23101385858553e-05
452.8,1.02349601372871e-07,2.5978068384541e-07,0.000102626117948712,0.000102988248233931,8.24369713476889e-05
453,3.11594288342163e-08,2.34746796650605e-07,0.000103727373737272,0.000103993279962756,8.28448539794947e-05
453.2,2.40587907571916e-09,1.75539187289992e-07,0.000104537388325551,0.000104715333391917,8.30466333733209e-05
453.4,2.38337579090435e-08,1.07040754495199e-07,0.000105138073301129,0.000105268947813533,8.3068252594088e-05
453.6,2.67161507648054e-08,1.06507261925305e-07,0.000105693251839163,0.000105826475251853,8.30336618408607e-05
453.8,7.25484385344493e-09,1.52095711907321e-07,0.000106289386170986,0.000106448736726747,8.29860995551731e-05
454,0,1.02692286755691e-07,0.00010662613380881,0.000106728826095566,8.2617131520748e-05
454.2,0,1.34903158900193e-08,0.000106739899902669,0.000106753390218559,8.20334125600366e-05
454.4,5.91692943395706e-08,1.0103141366074e-07,0.000106958330802879,0.00010711853151088,8.1720654499606e-05
454.6,1.38892784203619e-07,2.69313088820674e-07,0.000107231369428142,0.000107639575301166,8.15707612356208e-05
